Distance,Target_ID,Decoded_ID,Success,Confidence,Category_Label
2.000000000000001,16,16,1,0.5909883975982666,3
2.000000000000001,11,11,1,0.45843133330345154,2
2.000000000000001,21,21,1,0.4959888756275177,5
2.000000000000001,16,16,1,0.5310320854187012,3
2.000000000000001,28,28,1,0.5949062705039978,6
2.000000000000001,13,13,1,0.49221691489219666,3
2.000000000000001,18,18,1,0.5273704528808594,4
2.000000000000001,4,4,1,0.48896324634552,1
2.000000000000001,26,26,1,0.5002065896987915,0
2.000000000000001,16,16,1,0.5582722425460815,3
2.000000000000001,22,22,1,0.450958788394928,5
2.000000000000001,8,8,1,0.4772757589817047,2
2.000000000000001,11,11,1,0.4718318581581116,2
2.000000000000001,9,9,1,0.4469568431377411,2
2.000000000000001,10,10,1,0.5149884819984436,2
2.000000000000001,14,14,1,0.4783130884170532,3
2.000000000000001,3,3,1,0.5298660397529602,0
2.000000000000001,25,25,1,0.4250826835632324,0
2.000000000000001,27,27,1,0.5021555423736572,6
2.000000000000001,15,15,1,0.5231800675392151,3
2.000000000000001,1,1,1,0.4786387085914612,0
2.000000000000001,14,14,1,0.4843778610229492,3
2.000000000000001,23,23,1,0.5011833310127258,5
2.000000000000001,12,12,1,0.5712891817092896,3
2.000000000000001,20,20,1,0.5102694630622864,4
2.000000000000001,17,17,1,0.4840106964111328,3
2.000000000000001,19,19,1,0.5084189176559448,4
2.000000000000001,0,0,1,0.4701939523220062,0
2.000000000000001,15,15,1,0.5210909843444824,3
2.000000000000001,12,12,1,0.5676238536834717,3
2.000000000000001,28,28,1,0.5550897717475891,6
2.000000000000001,12,12,1,0.520354151725769,3
2.000000000000001,16,16,1,0.5592557191848755,3
2.000000000000001,9,9,1,0.498700350522995,2
2.000000000000001,8,8,1,0.4651132822036743,2
2.000000000000001,2,2,1,0.5472031831741333,0
2.000000000000001,15,15,1,0.5185705423355103,3
2.000000000000001,1,1,1,0.4971967935562134,0
2.000000000000001,0,0,1,0.49040400981903076,0
2.000000000000001,9,9,1,0.4829442799091339,2
2.000000000000001,24,24,1,0.5178390741348267,0
2.000000000000001,2,2,1,0.5043154954910278,0
2.000000000000001,8,8,1,0.4603029191493988,2
2.000000000000001,25,25,1,0.41495877504348755,0
2.000000000000001,18,18,1,0.5030578374862671,4
2.000000000000001,16,16,1,0.5270194411277771,3
2.000000000000001,12,12,1,0.5262091755867004,3
2.000000000000001,17,17,1,0.519603967666626,3
2.000000000000001,24,24,1,0.5323560833930969,0
2.000000000000001,24,24,1,0.5035590529441833,0
2.000000000000001,12,12,1,0.5092241168022156,3
2.000000000000001,2,2,1,0.5047062635421753,0
2.000000000000001,25,25,1,0.4738462269306183,0
2.000000000000001,14,14,1,0.5700181722640991,3
2.100000000000001,7,7,1,0.5169883966445923,1
2.100000000000001,29,29,1,0.44881510734558105,7
2.100000000000001,11,11,1,0.4379015564918518,2
2.100000000000001,11,11,1,0.43165847659111023,2
2.100000000000001,4,4,1,0.4959923326969147,1
2.100000000000001,12,12,1,0.5008319020271301,3
2.100000000000001,15,15,1,0.5169568061828613,3
2.100000000000001,2,2,1,0.5024041533470154,0
2.100000000000001,5,5,1,0.48623356223106384,1
2.100000000000001,16,16,1,0.4994834065437317,3
2.100000000000001,15,15,1,0.4912887513637543,3
2.100000000000001,7,7,1,0.4852033853530884,1
2.100000000000001,17,17,1,0.47431591153144836,3
2.100000000000001,4,4,1,0.4494096636772156,1
2.100000000000001,13,13,1,0.45158177614212036,3
2.100000000000001,19,19,1,0.4380256235599518,4
2.100000000000001,25,25,1,0.4113980233669281,0
2.100000000000001,12,12,1,0.5019610524177551,3
2.100000000000001,6,6,1,0.573726236820221,1
2.100000000000001,16,16,1,0.5341159105300903,3
2.100000000000001,12,12,1,0.5016948580741882,3
2.100000000000001,20,20,1,0.4372837543487549,4
2.100000000000001,26,26,1,0.4360962510108948,0
2.100000000000001,8,8,1,0.4040670692920685,2
2.100000000000001,28,28,1,0.5027529001235962,6
2.100000000000001,24,24,1,0.45366546511650085,0
2.100000000000001,3,3,1,0.5231553316116333,0
2.100000000000001,23,23,1,0.41953253746032715,5
2.100000000000001,28,28,1,0.4890480041503906,6
2.100000000000001,2,2,1,0.45602089166641235,0
2.100000000000001,10,10,1,0.46595507860183716,2
2.100000000000001,15,15,1,0.49519214034080505,3
2.100000000000001,0,0,1,0.4025869071483612,0
2.100000000000001,6,6,1,0.5340710282325745,1
2.100000000000001,9,9,1,0.4384787082672119,2
2.100000000000001,19,19,1,0.43710964918136597,4
2.100000000000001,25,25,1,0.42712292075157166,0
2.100000000000001,29,29,1,0.4826953411102295,7
2.100000000000001,6,6,1,0.5339816212654114,1
2.100000000000001,27,27,1,0.45206740498542786,6
2.100000000000001,0,0,1,0.4499356746673584,0
2.100000000000001,6,6,1,0.6093066334724426,1
2.100000000000001,26,26,1,0.4838334918022156,0
2.100000000000001,7,7,1,0.5360313057899475,1
2.100000000000001,16,16,1,0.5009536743164062,3
2.100000000000001,27,27,1,0.45169559121131897,6
2.100000000000001,8,8,1,0.4445821940898895,2
2.100000000000001,9,9,1,0.4344537556171417,2
2.100000000000001,22,22,1,0.4179425835609436,5
2.100000000000001,26,26,1,0.45868030190467834,0
2.100000000000001,29,29,1,0.48639121651649475,7
2.100000000000001,14,14,1,0.45524775981903076,3
2.100000000000001,8,8,1,0.45274636149406433,2
2.100000000000001,14,14,1,0.45611196756362915,3
2.100000000000001,3,3,1,0.5063472986221313,0
2.100000000000001,24,24,1,0.47169816493988037,0
2.100000000000001,17,17,1,0.47615277767181396,3
2.100000000000001,22,22,1,0.4115033447742462,5
2.100000000000001,1,1,1,0.48257672786712646,0
2.100000000000001,29,29,1,0.4796091914176941,7
2.100000000000001,7,7,1,0.47592031955718994,1
2.100000000000001,23,23,1,0.4301801919937134,5
2.100000000000001,11,11,1,0.48373380303382874,2
2.100000000000001,18,18,1,0.48970693349838257,4
2.100000000000001,15,15,1,0.4896427094936371,3
2.100000000000001,12,12,1,0.5013524889945984,3
2.100000000000001,2,2,1,0.4643760919570923,0
2.100000000000001,7,7,1,0.4703027009963989,1
2.100000000000001,13,13,1,0.4595712721347809,3
2.100000000000001,21,21,1,0.4315859079360962,5
2.100000000000001,16,16,1,0.5033948421478271,3
2.100000000000001,14,14,1,0.4514633119106293,3
2.100000000000001,19,19,1,0.42470037937164307,4
2.100000000000001,0,0,1,0.47107940912246704,0
2.100000000000001,10,10,1,0.4778355360031128,2
2.100000000000001,0,0,1,0.48394379019737244,0
2.100000000000001,1,1,1,0.4740724563598633,0
2.100000000000001,1,1,1,0.46032488346099854,0
2.100000000000001,18,18,1,0.5042427182197571,4
2.100000000000001,14,14,1,0.4364617168903351,3
2.100000000000001,4,4,1,0.4860168993473053,1
2.100000000000001,2,2,1,0.48095834255218506,0
2.100000000000001,27,27,1,0.46683382987976074,6
2.100000000000001,4,4,1,0.4755316972732544,1
2.100000000000001,17,17,1,0.4749167561531067,3
2.100000000000001,11,11,1,0.40781673789024353,2
2.100000000000001,17,17,1,0.47220638394355774,3
2.100000000000001,3,3,1,0.509181797504425,0
2.100000000000001,6,6,1,0.5679223537445068,1
2.100000000000001,14,14,1,0.5067988038063049,3
2.100000000000001,18,18,1,0.48228609561920166,4
2.100000000000001,29,29,1,0.46967828273773193,7
2.100000000000001,15,15,1,0.5079902410507202,3
2.100000000000001,6,6,1,0.5368286371231079,1
2.100000000000001,11,11,1,0.4645298719406128,2
2.100000000000001,14,14,1,0.4765455424785614,3
2.100000000000001,8,8,1,0.4329955577850342,2
2.100000000000001,8,8,1,0.4505264461040497,2
2.100000000000001,12,12,1,0.5007829070091248,3
2.100000000000001,3,3,1,0.5188934206962585,0
2.200000000000001,10,10,1,0.4388369619846344,2
2.200000000000001,21,21,1,0.4043632447719574,5
2.200000000000001,11,11,1,0.3744715750217438,2
2.200000000000001,21,21,1,0.39614200592041016,5
2.200000000000001,8,8,1,0.40358272194862366,2
2.200000000000001,6,6,1,0.5341814756393433,1
2.200000000000001,13,13,1,0.453318327665329,3
2.200000000000001,5,5,1,0.4244174659252167,1
2.200000000000001,24,24,1,0.4381941854953766,0
2.200000000000001,22,22,1,0.37946709990501404,5
2.200000000000001,29,29,1,0.43072009086608887,7
2.200000000000001,17,17,1,0.4743913412094116,3
2.200000000000001,4,4,1,0.4333346486091614,1
2.200000000000001,17,17,1,0.4214261770248413,3
2.200000000000001,12,12,1,0.5018998384475708,3
2.200000000000001,16,16,1,0.4882422983646393,3
2.200000000000001,3,3,1,0.4576108753681183,0
2.200000000000001,25,25,1,0.31749534606933594,0
2.200000000000001,15,15,1,0.44932979345321655,3
2.200000000000001,26,26,1,0.3794794976711273,0
2.200000000000001,16,16,1,0.4463641941547394,3
2.200000000000001,15,15,1,0.4584486782550812,3
2.200000000000001,6,6,1,0.5255763530731201,1
2.200000000000001,19,19,1,0.4247053563594818,4
2.200000000000001,11,11,1,0.41001272201538086,2
2.200000000000001,8,8,1,0.3834247887134552,2
2.200000000000001,20,20,1,0.41571956872940063,4
2.200000000000001,18,18,1,0.47402045130729675,4
2.200000000000001,9,9,1,0.39466196298599243,2
2.200000000000001,8,8,1,0.42317870259284973,2
2.200000000000001,6,6,1,0.5185577869415283,1
2.200000000000001,10,10,1,0.4529113471508026,2
2.200000000000001,12,12,1,0.4581332206726074,3
2.200000000000001,21,21,1,0.4298897385597229,5
2.200000000000001,7,7,1,0.46386703848838806,1
2.200000000000001,14,14,1,0.3801290690898895,3
2.200000000000001,26,26,1,0.45461052656173706,0
2.200000000000001,16,16,1,0.48022860288619995,3
2.200000000000001,9,9,1,0.3721640110015869,2
2.200000000000001,1,1,1,0.4513891935348511,0
2.200000000000001,18,18,1,0.455224871635437,4
2.200000000000001,1,1,1,0.39263391494750977,0
2.200000000000001,14,14,1,0.43807440996170044,3
2.200000000000001,18,18,1,0.48032888770103455,4
2.200000000000001,27,27,1,0.4177199900150299,6
2.200000000000001,8,8,1,0.4392830729484558,2
2.200000000000001,6,6,1,0.5278706550598145,1
2.200000000000001,19,19,1,0.4395209550857544,4
2.200000000000001,9,9,1,0.38862842321395874,2
2.200000000000001,2,2,1,0.4646640121936798,0
2.200000000000001,4,4,1,0.43892404437065125,1
2.200000000000001,4,4,1,0.44809556007385254,1
2.200000000000001,26,26,1,0.41429653763771057,0
2.200000000000001,12,12,1,0.4671686291694641,3
2.200000000000001,9,9,1,0.3721041679382324,2
2.200000000000001,22,22,1,0.41825252771377563,5
2.200000000000001,4,4,1,0.46445971727371216,1
2.200000000000001,9,9,1,0.43899762630462646,2
2.200000000000001,14,14,1,0.43680164217948914,3
2.200000000000001,28,28,1,0.4655144214630127,6
2.200000000000001,28,28,1,0.49914050102233887,6
2.200000000000001,3,3,1,0.4615156948566437,0
2.200000000000001,21,21,1,0.40284425020217896,5
2.200000000000001,3,3,1,0.4758709669113159,0
2.200000000000001,5,5,1,0.42150235176086426,1
2.200000000000001,25,25,1,0.385654091835022,0
2.200000000000001,4,4,1,0.4635024666786194,1
2.200000000000001,24,24,1,0.45484688878059387,0
2.200000000000001,24,24,1,0.4899544417858124,0
2.200000000000001,27,27,1,0.4421694576740265,6
2.200000000000001,16,16,1,0.4951072931289673,3
2.200000000000001,11,11,1,0.40985268354415894,2
2.200000000000001,15,15,1,0.4397350251674652,3
2.200000000000001,16,16,1,0.46456143260002136,3
2.200000000000001,27,27,1,0.42162802815437317,6
2.200000000000001,28,28,1,0.4554499685764313,6
2.200000000000001,22,22,1,0.42485031485557556,5
2.200000000000001,0,0,1,0.3736226558685303,0
2.200000000000001,15,15,1,0.4229276478290558,3
2.200000000000001,18,18,1,0.4455670118331909,4
2.200000000000001,19,19,1,0.3978589177131653,4
2.200000000000001,18,18,1,0.45312100648880005,4
2.200000000000001,5,5,1,0.4310223460197449,1
2.200000000000001,22,22,1,0.3909912109375,5
2.200000000000001,0,0,1,0.41001248359680176,0
2.200000000000001,17,17,1,0.4235655963420868,3
2.200000000000001,23,23,1,0.41925686597824097,5
2.200000000000001,15,15,1,0.4619844853878021,3
2.200000000000001,9,9,1,0.3960396349430084,2
2.200000000000001,23,23,1,0.4057043790817261,5
2.200000000000001,29,29,1,0.46221449971199036,7
2.200000000000001,3,3,1,0.4782346487045288,0
2.200000000000001,21,21,1,0.3968766927719116,5
2.200000000000001,21,21,1,0.40013444423675537,5
2.200000000000001,9,9,1,0.41229555010795593,2
2.200000000000001,22,22,1,0.37043067812919617,5
2.200000000000001,11,11,1,0.3690299391746521,2
2.200000000000001,23,23,1,0.4427030682563782,5
2.200000000000001,29,29,1,0.4252168536186218,7
2.200000000000001,16,16,1,0.46551787853240967,3
2.300000000000001,29,29,1,0.3499293029308319,7
2.300000000000001,27,27,1,0.39036524295806885,6
2.300000000000001,22,22,1,0.3882213830947876,5
2.300000000000001,23,23,1,0.3859651982784271,5
2.300000000000001,13,13,1,0.4008694887161255,3
2.300000000000001,8,8,1,0.3713076710700989,2
2.300000000000001,20,20,1,0.36744511127471924,4
2.300000000000001,13,13,1,0.41137486696243286,3
2.300000000000001,6,6,1,0.4877864718437195,1
2.300000000000001,10,10,1,0.43457552790641785,2
2.300000000000001,13,13,1,0.40352675318717957,3
2.300000000000001,4,4,1,0.424479603767395,1
2.300000000000001,17,17,1,0.3946676552295685,3
2.300000000000001,8,8,1,0.36518973112106323,2
2.300000000000001,21,21,1,0.39115822315216064,5
2.300000000000001,15,15,1,0.39721766114234924,3
2.300000000000001,3,3,1,0.4323910176753998,0
2.300000000000001,19,19,1,0.3896883726119995,4
2.300000000000001,28,28,1,0.39794832468032837,6
2.300000000000001,24,24,1,0.43319305777549744,0
2.300000000000001,12,12,1,0.42566442489624023,3
2.300000000000001,22,22,1,0.3586568534374237,5
2.300000000000001,2,2,1,0.37835922837257385,0
2.300000000000001,4,4,1,0.42678073048591614,1
2.300000000000001,13,13,1,0.3819672167301178,3
2.300000000000001,15,15,1,0.45549994707107544,3
2.300000000000001,21,21,1,0.4227566719055176,5
2.300000000000001,8,8,1,0.3711891174316406,2
2.300000000000001,25,25,1,0.33117711544036865,0
2.300000000000001,27,27,1,0.40617409348487854,6
2.300000000000001,25,25,1,0.2962981164455414,0
2.300000000000001,15,15,1,0.43322327733039856,3
2.300000000000001,13,13,1,0.4080396294593811,3
2.300000000000001,16,16,1,0.4289705455303192,3
2.300000000000001,25,25,1,0.376461923122406,0
2.300000000000001,12,12,1,0.4617965817451477,3
2.300000000000001,4,4,1,0.38838979601860046,1
2.300000000000001,2,2,1,0.3934079706668854,0
2.300000000000001,27,27,1,0.35164114832878113,6
2.300000000000001,2,2,1,0.3959319293498993,0
2.300000000000001,5,5,1,0.4199272692203522,1
2.300000000000001,15,15,1,0.4377562999725342,3
2.300000000000001,20,20,1,0.34973761439323425,4
2.300000000000001,6,6,1,0.5162107348442078,1
2.300000000000001,20,20,1,0.36666807532310486,4
2.300000000000001,17,17,1,0.4547570049762726,3
2.300000000000001,13,13,1,0.3970014750957489,3
2.300000000000001,21,21,1,0.41317465901374817,5
2.300000000000001,29,29,1,0.3621101379394531,7
2.300000000000001,9,9,1,0.3877928853034973,2
2.300000000000001,10,10,1,0.415005087852478,2
2.300000000000001,12,12,1,0.48150894045829773,3
2.300000000000001,29,29,1,0.43270134925842285,7
2.300000000000001,27,27,1,0.40092089772224426,6
2.300000000000001,26,26,1,0.3563496172428131,0
2.300000000000001,20,20,1,0.3446763753890991,4
2.300000000000001,20,20,1,0.3925193250179291,4
2.300000000000001,11,11,1,0.37441742420196533,2
2.300000000000001,11,11,1,0.3954055905342102,2
2.300000000000001,27,27,1,0.4227115213871002,6
2.300000000000001,4,4,1,0.4446033835411072,1
2.300000000000001,21,21,1,0.38108450174331665,5
2.300000000000001,20,20,1,0.368689626455307,4
2.300000000000001,28,28,1,0.4721992015838623,6
2.300000000000001,21,21,1,0.3854775130748749,5
2.300000000000001,11,11,1,0.3551369607448578,2
2.300000000000001,1,1,1,0.3945368826389313,0
2.300000000000001,8,8,1,0.41495150327682495,2
2.300000000000001,2,2,1,0.4272764027118683,0
2.300000000000001,11,11,1,0.37678995728492737,2
2.300000000000001,27,27,1,0.3939114212989807,6
2.300000000000001,24,24,1,0.3682708740234375,0
2.300000000000001,0,0,1,0.38563069701194763,0
2.300000000000001,29,29,1,0.43357980251312256,7
2.300000000000001,14,14,1,0.39487290382385254,3
2.300000000000001,24,24,1,0.3739071786403656,0
2.300000000000001,26,26,1,0.39974069595336914,0
2.300000000000001,10,10,1,0.4177664816379547,2
2.300000000000001,14,14,1,0.3928113281726837,3
2.300000000000001,7,7,1,0.439596027135849,1
2.300000000000001,19,19,1,0.4018300175666809,4
2.300000000000001,2,2,1,0.4424816071987152,0
2.300000000000001,10,10,1,0.3439376950263977,2
2.300000000000001,21,21,1,0.35080716013908386,5
2.300000000000001,28,28,1,0.44064635038375854,6
2.300000000000001,9,9,1,0.37769249081611633,2
2.300000000000001,15,15,1,0.3928457200527191,3
2.300000000000001,16,16,1,0.46875330805778503,3
2.300000000000001,2,2,1,0.4654465615749359,0
2.300000000000001,18,18,1,0.44603580236434937,4
2.300000000000001,8,8,1,0.40399518609046936,2
2.300000000000001,7,7,1,0.4288313388824463,1
2.300000000000001,6,6,1,0.5195580720901489,1
2.300000000000001,15,15,1,0.42213720083236694,3
2.300000000000001,16,16,1,0.4410887360572815,3
2.300000000000001,26,26,1,0.4223601520061493,0
2.300000000000001,8,8,1,0.365980863571167,2
2.300000000000001,25,25,1,0.3829410970211029,0
2.300000000000001,9,9,1,0.3733997642993927,2
2.300000000000001,10,10,1,0.44777020812034607,2
2.4000000000000012,28,28,1,0.4119230806827545,6
2.4000000000000012,28,28,1,0.4295838475227356,6
2.4000000000000012,1,1,1,0.3763369917869568,0
2.4000000000000012,8,8,1,0.3444862365722656,2
2.4000000000000012,28,28,1,0.397686630487442,6
2.4000000000000012,5,5,1,0.37585318088531494,1
2.4000000000000012,27,27,1,0.3634342849254608,6
2.4000000000000012,26,26,1,0.36230403184890747,0
2.4000000000000012,5,5,1,0.40772151947021484,1
2.4000000000000012,17,17,1,0.3862692415714264,3
2.4000000000000012,26,26,1,0.3856666088104248,0
2.4000000000000012,28,28,1,0.4067268371582031,6
2.4000000000000012,21,21,1,0.3851962089538574,5
2.4000000000000012,14,14,1,0.38357335329055786,3
2.4000000000000012,19,19,1,0.33585530519485474,4
2.4000000000000012,14,14,1,0.40961986780166626,3
2.4000000000000012,4,4,1,0.40133947134017944,1
2.4000000000000012,1,1,1,0.35184815526008606,0
2.4000000000000012,23,23,1,0.35651811957359314,5
2.4000000000000012,1,1,1,0.33815690875053406,0
2.4000000000000012,23,23,1,0.31596341729164124,5
2.4000000000000012,6,6,1,0.4675275385379791,1
2.4000000000000012,6,6,1,0.4918373227119446,1
2.4000000000000012,7,7,1,0.4074760377407074,1
2.4000000000000012,19,19,1,0.3594059944152832,4
2.4000000000000012,3,3,1,0.40813469886779785,0
2.4000000000000012,25,25,1,0.29181087017059326,0
2.4000000000000012,26,26,1,0.3637719750404358,0
2.4000000000000012,27,27,1,0.3460981845855713,6
2.4000000000000012,14,14,1,0.3621990382671356,3
2.4000000000000012,27,27,1,0.4044588804244995,6
2.4000000000000012,16,16,1,0.38111791014671326,3
2.4000000000000012,12,12,1,0.38627487421035767,3
2.4000000000000012,9,9,1,0.36096757650375366,2
2.4000000000000012,1,1,1,0.39296671748161316,0
2.4000000000000012,6,6,1,0.4906628429889679,1
2.4000000000000012,21,21,1,0.351397842168808,5
2.4000000000000012,24,24,1,0.35960274934768677,0
2.4000000000000012,17,17,1,0.3687407970428467,3
2.4000000000000012,3,3,1,0.4356924295425415,0
2.4000000000000012,26,26,1,0.3710775673389435,0
2.4000000000000012,17,17,1,0.3740943670272827,3
2.4000000000000012,10,10,1,0.3807320296764374,2
2.4000000000000012,21,21,1,0.3436652719974518,5
2.4000000000000012,7,7,1,0.4096408188343048,1
2.4000000000000012,17,17,1,0.35701122879981995,3
2.4000000000000012,28,28,1,0.3947467505931854,6
2.4000000000000012,29,29,1,0.34599724411964417,7
2.4000000000000012,15,15,1,0.4003058671951294,3
2.4000000000000012,18,18,1,0.33260875940322876,4
2.4000000000000012,4,4,1,0.4160996973514557,1
2.4000000000000012,26,26,1,0.38061100244522095,0
2.4000000000000012,12,12,1,0.4278373718261719,3
2.4000000000000012,22,22,1,0.28080618381500244,5
2.4000000000000012,22,22,1,0.32505226135253906,5
2.4000000000000012,14,14,1,0.3683581054210663,3
2.4000000000000012,8,8,1,0.290958970785141,2
2.4000000000000012,20,20,1,0.28543004393577576,4
2.4000000000000012,26,26,1,0.34541547298431396,0
2.4000000000000012,2,2,1,0.3527549207210541,0
2.4000000000000012,11,11,1,0.3453657329082489,2
2.4000000000000012,14,14,1,0.3210415542125702,3
2.4000000000000012,13,13,1,0.3927878141403198,3
2.4000000000000012,25,25,1,0.3255859613418579,0
2.4000000000000012,1,1,1,0.3692951798439026,0
2.4000000000000012,3,3,1,0.44472599029541016,0
2.4000000000000012,21,21,1,0.3546527922153473,5
2.4000000000000012,5,5,1,0.38633161783218384,1
2.4000000000000012,6,6,1,0.5289885997772217,1
2.4000000000000012,12,12,1,0.4236343204975128,3
2.4000000000000012,25,25,1,0.2859242856502533,0
2.4000000000000012,9,9,1,0.376234233379364,2
2.4000000000000012,5,5,1,0.39189764857292175,1
2.4000000000000012,8,8,1,0.33059456944465637,2
2.4000000000000012,2,2,1,0.38288435339927673,0
2.4000000000000012,9,9,1,0.32874441146850586,2
2.4000000000000012,12,12,1,0.41138938069343567,3
2.4000000000000012,5,5,1,0.43239372968673706,1
2.4000000000000012,27,27,1,0.38113167881965637,6
2.4000000000000012,29,29,1,0.3774396479129791,7
2.4000000000000012,9,9,1,0.3316362202167511,2
2.4000000000000012,4,4,1,0.3722517788410187,1
2.4000000000000012,16,16,1,0.40300020575523376,3
2.4000000000000012,7,7,1,0.41044777631759644,1
2.4000000000000012,21,21,1,0.3101838529109955,5
2.4000000000000012,8,8,1,0.3740612864494324,2
2.4000000000000012,7,7,1,0.41223132610321045,1
2.4000000000000012,2,2,1,0.41323068737983704,0
2.4000000000000012,6,6,1,0.4809431731700897,1
2.4000000000000012,27,27,1,0.36819949746131897,6
2.4000000000000012,15,15,1,0.41839927434921265,3
2.4000000000000012,11,11,1,0.33349546790122986,2
2.4000000000000012,16,16,1,0.4121369421482086,3
2.4000000000000012,1,1,1,0.3627009391784668,0
2.4000000000000012,1,1,1,0.39606812596321106,0
2.4000000000000012,17,17,1,0.3593464493751526,3
2.4000000000000012,29,29,1,0.3459009528160095,7
2.4000000000000012,26,26,1,0.3844756484031677,0
2.4000000000000012,23,23,1,0.3802828788757324,5
2.4000000000000012,0,0,1,0.3736914098262787,0
2.5000000000000013,6,6,1,0.43912458419799805,1
2.5000000000000013,29,29,1,0.30947718024253845,7
2.5000000000000013,9,9,1,0.295876681804657,2
2.5000000000000013,13,13,1,0.3172662854194641,3
2.5000000000000013,25,25,1,0.28353390097618103,0
2.5000000000000013,22,22,1,0.27228227257728577,5
2.5000000000000013,7,7,1,0.3210532069206238,1
2.5000000000000013,1,1,1,0.37233251333236694,0
2.5000000000000013,24,24,1,0.34218060970306396,0
2.5000000000000013,1,1,1,0.3468451499938965,0
2.5000000000000013,26,26,1,0.28841888904571533,0
2.5000000000000013,12,12,1,0.3557174503803253,3
2.5000000000000013,7,7,1,0.38419270515441895,1
2.5000000000000013,6,6,1,0.48651593923568726,1
2.5000000000000013,18,18,1,0.3574464023113251,4
2.5000000000000013,0,0,1,0.28027141094207764,0
2.5000000000000013,18,18,1,0.36930641531944275,4
2.5000000000000013,27,27,1,0.3421185612678528,6
2.5000000000000013,24,24,1,0.42846107482910156,0
2.5000000000000013,7,7,1,0.37700265645980835,1
2.5000000000000013,16,16,1,0.404182493686676,3
2.5000000000000013,6,6,1,0.4318728744983673,1
2.5000000000000013,7,7,1,0.37491071224212646,1
2.5000000000000013,8,8,1,0.27772587537765503,2
2.5000000000000013,12,12,1,0.36482834815979004,3
2.5000000000000013,1,1,1,0.3553467392921448,0
2.5000000000000013,4,4,1,0.38988491892814636,1
2.5000000000000013,7,7,1,0.36212098598480225,1
2.5000000000000013,2,2,1,0.3695613145828247,0
2.5000000000000013,16,16,1,0.377849817276001,3
2.5000000000000013,13,13,1,0.33305710554122925,3
2.5000000000000013,6,6,1,0.4787893295288086,1
2.5000000000000013,2,2,1,0.3586145341396332,0
2.5000000000000013,18,18,1,0.3523862361907959,4
2.5000000000000013,23,23,1,0.31458452343940735,5
2.5000000000000013,2,2,1,0.3874269127845764,0
2.5000000000000013,20,20,1,0.26633769273757935,4
2.5000000000000013,4,4,1,0.36782407760620117,1
2.5000000000000013,5,5,1,0.35063427686691284,1
2.5000000000000013,11,11,1,0.3536165654659271,2
2.5000000000000013,25,25,1,0.31823039054870605,0
2.5000000000000013,24,24,1,0.3587401807308197,0
2.5000000000000013,19,19,1,0.3401208519935608,4
2.5000000000000013,3,3,1,0.3947262763977051,0
2.5000000000000013,29,29,1,0.33954471349716187,7
2.5000000000000013,12,12,1,0.4083692133426666,3
2.5000000000000013,7,7,1,0.35679611563682556,1
2.5000000000000013,1,1,1,0.38609766960144043,0
2.5000000000000013,9,9,1,0.3607931137084961,2
2.5000000000000013,4,4,1,0.39233413338661194,1
2.5000000000000013,5,5,1,0.3866792917251587,1
2.5000000000000013,12,12,1,0.40414056181907654,3
2.5000000000000013,7,7,1,0.3884269595146179,1
2.5000000000000013,7,7,1,0.32969680428504944,1
2.5000000000000013,15,15,1,0.32808560132980347,3
2.5000000000000013,6,6,1,0.45177096128463745,1
2.5000000000000013,18,18,1,0.40479451417922974,4
2.5000000000000013,10,10,1,0.32425832748413086,2
2.5000000000000013,16,16,1,0.4000376760959625,3
2.5000000000000013,26,26,1,0.38240739703178406,0
2.5000000000000013,10,10,1,0.33937162160873413,2
2.5000000000000013,11,11,1,0.326389878988266,2
2.5000000000000013,20,20,1,0.3344114124774933,4
2.5000000000000013,27,27,1,0.3676665425300598,6
2.5000000000000013,14,14,1,0.37912246584892273,3
2.5000000000000013,15,15,1,0.37038296461105347,3
2.5000000000000013,10,10,1,0.34697282314300537,2
2.5000000000000013,12,12,1,0.4339832067489624,3
2.5000000000000013,1,1,1,0.3457801342010498,0
2.5000000000000013,11,11,1,0.3942738175392151,2
2.5000000000000013,15,15,1,0.3683624565601349,3
2.5000000000000013,10,10,1,0.2903711199760437,2
2.5000000000000013,12,12,1,0.4205249547958374,3
2.5000000000000013,22,22,1,0.30721932649612427,5
2.5000000000000013,16,16,1,0.40124061703681946,3
2.5000000000000013,28,28,1,0.3773331046104431,6
2.5000000000000013,14,14,1,0.3741777539253235,3
2.5000000000000013,1,1,1,0.3608240783214569,0
2.5000000000000013,13,13,1,0.2961331009864807,3
2.5000000000000013,11,11,1,0.32221129536628723,2
2.5000000000000013,8,8,1,0.33376452326774597,2
2.5000000000000013,12,12,1,0.3781481683254242,3
2.5000000000000013,18,18,1,0.34542980790138245,4
2.5000000000000013,15,15,1,0.35953330993652344,3
2.5000000000000013,2,2,1,0.3306567370891571,0
2.5000000000000013,12,12,1,0.4265562891960144,3
2.5000000000000013,23,23,1,0.3255748152732849,5
2.5000000000000013,10,10,1,0.3673648536205292,2
2.5000000000000013,0,0,1,0.32567620277404785,0
2.5000000000000013,15,15,1,0.3808448314666748,3
2.5000000000000013,6,6,1,0.43491891026496887,1
2.5000000000000013,5,5,1,0.363334983587265,1
2.5000000000000013,16,16,1,0.3840629756450653,3
2.5000000000000013,14,14,1,0.397346168756485,3
2.5000000000000013,14,14,1,0.3635675013065338,3
2.5000000000000013,26,26,1,0.3653150498867035,0
2.5000000000000013,15,15,1,0.33629393577575684,3
